Contrast,Expected,correct,first_sound,second_sound,third_sound,fourth_sound,response,response_time,total_correct,experiment_file,subject_nr,Participant,Block,test_sp,Condition,Dialect
11,q,1,TF1_γένει,TM1_δένει,TF2_γένει,TM2_γένει,q,757,10,2b_Perc.osexp,5,FM02,1,0,2,2
13,m,1,TF1_τάμα,TM2_τάμα,TF2_θάμα,TM1_τάμα,m,1122,11,2b_Perc.osexp,5,FM02,1,0,2,2
5,q,1,TF1_χώμα,TM1_χύμα,TM2_χώμα,TF2_χώμα,q,1212,12,2b_Perc.osexp,5,FM02,1,0,2,2
13,q,1,TF1_θέλει,TF2_τέλη,TM1_θέλει,TM2_θέλει,q,950,13,2b_Perc.osexp,5,FM02,1,0,2,2
15,q,1,TF1_κάνω,TM1_χάνω,TF2_χάνω,TM2_χάνω,q,1544,14,2b_Perc.osexp,5,FM02,1,0,2,2
8,q,1,TF2_γκύζη,TM2_γκάζι,TM1_γκάζι,TF1_γκάζι,q,1686,15,2b_Perc.osexp,5,FM02,1,0,2,2
10,q,1,TM2_γέλα,TF1_γάλα,TF2_γέλα,TM1_γέλα,q,1432,16,2b_Perc.osexp,5,FM02,1,0,2,2
2,q,1,TM2_τάπες,TM1_κάπες,TF1_κάπες,TF2_κάπες,q,1334,17,2b_Perc.osexp,5,FM02,1,0,2,2
9,q,0,TF1_ντι,TM2_γκι,TM1_γκι,TF2_γκι,None,3000,17,2b_Perc.osexp,5,FM02,1,0,2,2
15,m,1,TF1_κώμα,TF2_κώμα,TM2_χώμα,TM1_κώμα,m,369,18,2b_Perc.osexp,5,FM02,1,0,2,2
1,m,1,TM2_κάπου,TF2_κάπου,TM1_κήπου,TF1_κάπου,m,714,19,2b_Perc.osexp,5,FM02,1,0,2,2
1,m,1,TM1_κήπο,TF1_κήπο,TF2_κήπο,TM2_κόπο,m,725,20,2b_Perc.osexp,5,FM02,1,0,2,2
3,m,1,TM1_κέντα,TM2_κέντα,TF2_τέντα,TF1_κέντα,m,688,21,2b_Perc.osexp,5,FM02,1,0,2,2
11,q,1,TM1_δίδα,TF1_γίδα,TM2_γίδα,TF2_γίδα,q,881,22,2b_Perc.osexp,5,FM02,1,0,2,2
18,q,1,TM2_γάτα,TF2_γκάτα,TF1_γάτα,TM1_γάτα,q,752,23,2b_Perc.osexp,5,FM02,1,0,2,2
4,m,0,TM1_θύτης,TF2_θύτης,TF1_θύτης,TM2_χύτης,q,741,23,2b_Perc.osexp,5,FM02,1,0,2,2
6,m,1,TM1_θάβει,TF2_θάβει,TF1_χάβει,TM2_θάβει,m,1111,24,2b_Perc.osexp,5,FM02,1,0,2,2
7,m,1,TM1_γκάλα,TF2_γκάλα,TM2_γκάλα,TF1_ντάλα,m,982,25,2b_Perc.osexp,5,FM02,1,0,2,2
12,q,1,TF2_δούλα,TF1_γούλα,TM2_γούλα,TM1_γούλα,q,768,26,2b_Perc.osexp,5,FM02,1,0,2,2
10,q,1,TM1_γόνος,TF1_γένος,TM2_γόνος,TF2_γόνος,q,848,27,2b_Perc.osexp,5,FM02,1,0,2,2
2,m,1,TF1_κάπας,TF2_κάπας,TM1_τάπας,TM2_κάπας,m,642,28,2b_Perc.osexp,5,FM02,1,0,2,2
17,m,1,TM1_γκέλα,TF1_γκέλα,TF2_γέλα,TM2_γκέλα,m,798,29,2b_Perc.osexp,5,FM02,1,0,2,2
16,m,1,TF2_ντύσει,TF1_ντύσει,TM1_ντύσει,TM2_δύσει,m,740,30,2b_Perc.osexp,5,FM02,1,0,2,2
17,m,1,TM1_γκέννες,TM2_γκέννες,TF1_γκέννες,TF2_γέννες,m,651,31,2b_Perc.osexp,5,FM02,1,0,2,2
8,m,1,TF1_γκέμι,TM1_γκέμι,TM2_γκόμι,TF2_γκέμι,m,843,32,2b_Perc.osexp,5,FM02,1,0,2,2
7,q,1,TF1_ντάμα,TF2_γκάμα,TM2_ντάμα,TM1_ντάμα,q,831,33,2b_Perc.osexp,5,FM02,1,0,2,2
9,q,1,TM1_ντέφι,TM2_γκέφι,TF2_ντέφι,TF1_ντέφι,q,800,34,2b_Perc.osexp,5,FM02,1,0,2,2
18,m,1,TM2_γάμα,TM1_γάμα,TF2_γάμα,TF1_γκάμα,m,700,35,2b_Perc.osexp,5,FM02,1,0,2,2
3,m,1,TM2_τι,TM1_τι,TF2_τι,TF1_κι,m,844,36,2b_Perc.osexp,5,FM02,1,0,2,2
12,m,1,TM2_γάμα,TF2_γάμα,TF1_δάμα,TM1_γάμα,m,930,37,2b_Perc.osexp,5,FM02,1,0,2,2
16,q,1,TF2_ντίμη,TM1_δήμη,TM2_ντίμη,TF1_ντίμη,q,874,38,2b_Perc.osexp,5,FM02,1,0,2,2
14,q,1,TF2_κύμα,TM2_χύμα,TF1_χύμα,TM1_χύμα,q,901,39,2b_Perc.osexp,5,FM02,1,0,2,2
18,m,1,TM2_γάμα,TM1_γάμα,TF2_γάμα,TF1_γκάμα,m,637,40,2b_Perc.osexp,5,FM02,2,0,2,2
16,m,1,TF2_ντύσει,TF1_ντύσει,TM1_ντύσει,TM2_δύσει,m,654,41,2b_Perc.osexp,5,FM02,2,0,2,2
5,q,1,TF1_χώμα,TM1_χύμα,TM2_χώμα,TF2_χώμα,q,751,42,2b_Perc.osexp,5,FM02,2,0,2,2
13,m,1,TF1_τάμα,TM2_τάμα,TF2_θάμα,TM1_τάμα,m,799,43,2b_Perc.osexp,5,FM02,2,0,2,2
5,q,1,TM2_χάνει,TF1_χύνει,TM1_χύνει,TF2_χύνει,q,762,44,2b_Perc.osexp,5,FM02,2,0,2,2
11,q,1,TM1_δίδα,TF1_γίδα,TM2_γίδα,TF2_γίδα,q,822,45,2b_Perc.osexp,5,FM02,2,0,2,2
4,q,1,TF1_χύμα,TM2_θύμα,TF2_θύμα,TM1_θύμα,q,909,46,2b_Perc.osexp,5,FM02,2,0,2,2
13,q,1,TF1_θέλει,TF2_τέλη,TM1_θέλει,TM2_θέλει,q,795,47,2b_Perc.osexp,5,FM02,2,0,2,2
6,m,1,TF2_χάβω,TF1_χάβω,TM1_χάβω,TM2_θάβω,m,842,48,2b_Perc.osexp,5,FM02,2,0,2,2
16,q,1,TF2_ντίμη,TM1_δήμη,TM2_ντίμη,TF1_ντίμη,q,744,49,2b_Perc.osexp,5,FM02,2,0,2,2
4,m,0,TM1_θύτης,TF2_θύτης,TF1_θύτης,TM2_χύτης,q,1136,49,2b_Perc.osexp,5,FM02,2,0,2,2
2,q,1,TM2_τάπες,TM1_κάπες,TF1_κάπες,TF2_κάπες,q,894,50,2b_Perc.osexp,5,FM02,2,0,2,2
9,q,1,TF1_ντι,TM2_γκι,TM1_γκι,TF2_γκι,q,901,51,2b_Perc.osexp,5,FM02,2,0,2,2
7,q,1,TF1_ντάμα,TF2_γκάμα,TM2_ντάμα,TM1_ντάμα,q,1007,52,2b_Perc.osexp,5,FM02,2,0,2,2
3,m,1,TM1_κέντα,TM2_κέντα,TF2_τέντα,TF1_κέντα,m,1079,53,2b_Perc.osexp,5,FM02,2,0,2,2
10,q,1,TM2_γέλα,TF1_γάλα,TF2_γέλα,TM1_γέλα,q,921,54,2b_Perc.osexp,5,FM02,2,0,2,2
10,q,1,TM1_γόνος,TF1_γένος,TM2_γόνος,TF2_γόνος,q,845,55,2b_Perc.osexp,5,FM02,2,0,2,2
6,m,1,TM1_θάβει,TF2_θάβει,TF1_χάβει,TM2_θάβει,m,835,56,2b_Perc.osexp,5,FM02,2,0,2,2
17,m,1,TM1_γκέννες,TM2_γκέννες,TF1_γκέννες,TF2_γέννες,m,958,57,2b_Perc.osexp,5,FM02,2,0,2,2
17,m,1,TM1_γκέλα,TF1_γκέλα,TF2_γέλα,TM2_γκέλα,m,1033,58,2b_Perc.osexp,5,FM02,2,0,2,2
3,m,1,TM2_τι,TM1_τι,TF2_τι,TF1_κι,m,1062,59,2b_Perc.osexp,5,FM02,2,0,2,2
12,q,1,TF2_δούλα,TF1_γούλα,TM2_γούλα,TM1_γούλα,q,1003,60,2b_Perc.osexp,5,FM02,2,0,2,2
8,q,1,TF2_γκύζη,TM2_γκάζι,TM1_γκάζι,TF1_γκάζι,q,860,61,2b_Perc.osexp,5,FM02,2,0,2,2
7,m,1,TM1_γκάλα,TF2_γκάλα,TM2_γκάλα,TF1_ντάλα,m,500,62,2b_Perc.osexp,5,FM02,2,0,2,2
2,m,1,TF1_κάπας,TF2_κάπας,TM1_τάπας,TM2_κάπας,m,843,63,2b_Perc.osexp,5,FM02,2,0,2,2
11,q,1,TF1_γένει,TM1_δένει,TF2_γένει,TM2_γένει,q,573,64,2b_Perc.osexp,5,FM02,2,0,2,2
14,m,1,TF2_χήνα,TF1_χήνα,TM2_χήνα,TM1_κίνα,m,530,65,2b_Perc.osexp,5,FM02,2,0,2,2
18,q,1,TM2_γάτα,TF2_γκάτα,TF1_γάτα,TM1_γάτα,q,935,66,2b_Perc.osexp,5,FM02,2,0,2,2
15,m,1,TF1_κώμα,TF2_κώμα,TM2_χώμα,TM1_κώμα,m,1197,67,2b_Perc.osexp,5,FM02,2,0,2,2
1,m,1,TM1_κήπο,TF1_κήπο,TF2_κήπο,TM2_κόπο,m,1156,68,2b_Perc.osexp,5,FM02,2,0,2,2
1,m,1,TM2_κάπου,TF2_κάπου,TM1_κήπου,TF1_κάπου,m,853,69,2b_Perc.osexp,5,FM02,2,0,2,2
8,m,1,TF1_γκέμι,TM1_γκέμι,TM2_γκόμι,TF2_γκέμι,m,798,70,2b_Perc.osexp,5,FM02,2,0,2,2
12,m,1,TM2_γάμα,TF2_γάμα,TF1_δάμα,TM1_γάμα,m,916,71,2b_Perc.osexp,5,FM02,2,0,2,2
9,q,1,TM1_ντέφι,TM2_γκέφι,TF2_ντέφι,TF1_ντέφι,q,851,72,2b_Perc.osexp,5,FM02,2,0,2,2
14,q,1,TF2_κύμα,TM2_χύμα,TF1_χύμα,TM1_χύμα,q,1413,73,2b_Perc.osexp,5,FM02,2,0,2,2
15,q,1,TF1_κάνω,TM1_χάνω,TF2_χάνω,TM2_χάνω,q,1073,74,2b_Perc.osexp,5,FM02,2,0,2,2
8,m,1,TF1_γκέμι,TM1_γκέμι,TM2_γκόμι,TF2_γκέμι,m,747,75,2b_Perc.osexp,5,FM02,3,0,2,2
6,m,1,TF2_χάβω,TF1_χάβω,TM1_χάβω,TM2_θάβω,m,783,76,2b_Perc.osexp,5,FM02,3,0,2,2
4,q,1,TF1_χύμα,TM2_θύμα,TF2_θύμα,TM1_θύμα,q,846,77,2b_Perc.osexp,5,FM02,3,0,2,2
1,m,1,TM2_κάπου,TF2_κάπου,TM1_κήπου,TF1_κάπου,m,841,78,2b_Perc.osexp,5,FM02,3,0,2,2
17,m,1,TM1_γκέννες,TM2_γκέννες,TF1_γκέννες,TF2_γέννες,m,851,79,2b_Perc.osexp,5,FM02,3,0,2,2
13,m,1,TF1_τάμα,TM2_τάμα,TF2_θάμα,TM1_τάμα,m,1083,80,2b_Perc.osexp,5,FM02,3,0,2,2
3,m,1,TM1_κέντα,TM2_κέντα,TF2_τέντα,TF1_κέντα,m,1017,81,2b_Perc.osexp,5,FM02,3,0,2,2
10,q,1,TM2_γέλα,TF1_γάλα,TF2_γέλα,TM1_γέλα,q,582,82,2b_Perc.osexp,5,FM02,3,0,2,2
3,m,1,TM2_τι,TM1_τι,TF2_τι,TF1_κι,m,1210,83,2b_Perc.osexp,5,FM02,3,0,2,2
9,q,1,TM1_ντέφι,TM2_γκέφι,TF2_ντέφι,TF1_ντέφι,q,917,84,2b_Perc.osexp,5,FM02,3,0,2,2
12,m,1,TM2_γάμα,TF2_γάμα,TF1_δάμα,TM1_γάμα,m,874,85,2b_Perc.osexp,5,FM02,3,0,2,2
7,q,1,TF1_ντάμα,TF2_γκάμα,TM2_ντάμα,TM1_ντάμα,q,457,86,2b_Perc.osexp,5,FM02,3,0,2,2
5,q,1,TM2_χάνει,TF1_χύνει,TM1_χύνει,TF2_χύνει,q,445,87,2b_Perc.osexp,5,FM02,3,0,2,2
16,m,1,TF2_ντύσει,TF1_ντύσει,TM1_ντύσει,TM2_δύσει,m,784,88,2b_Perc.osexp,5,FM02,3,0,2,2
8,q,1,TF2_γκύζη,TM2_γκάζι,TM1_γκάζι,TF1_γκάζι,q,685,89,2b_Perc.osexp,5,FM02,3,0,2,2
15,m,1,TF1_κώμα,TF2_κώμα,TM2_χώμα,TM1_κώμα,m,949,90,2b_Perc.osexp,5,FM02,3,0,2,2
15,q,1,TF1_κάνω,TM1_χάνω,TF2_χάνω,TM2_χάνω,q,813,91,2b_Perc.osexp,5,FM02,3,0,2,2
7,m,1,TM1_γκάλα,TF2_γκάλα,TM2_γκάλα,TF1_ντάλα,m,798,92,2b_Perc.osexp,5,FM02,3,0,2,2
4,m,1,TM1_θύτης,TF2_θύτης,TF1_θύτης,TM2_χύτης,m,904,93,2b_Perc.osexp,5,FM02,3,0,2,2
16,q,1,TF2_ντίμη,TM1_δήμη,TM2_ντίμη,TF1_ντίμη,q,1179,94,2b_Perc.osexp,5,FM02,3,0,2,2
14,m,1,TF2_χήνα,TF1_χήνα,TM2_χήνα,TM1_κίνα,m,919,95,2b_Perc.osexp,5,FM02,3,0,2,2
10,q,1,TM1_γόνος,TF1_γένος,TM2_γόνος,TF2_γόνος,q,750,96,2b_Perc.osexp,5,FM02,3,0,2,2
12,q,1,TF2_δούλα,TF1_γούλα,TM2_γούλα,TM1_γούλα,q,2296,97,2b_Perc.osexp,5,FM02,3,0,2,2
13,q,1,TF1_θέλει,TF2_τέλη,TM1_θέλει,TM2_θέλει,q,540,98,2b_Perc.osexp,5,FM02,3,0,2,2
1,m,1,TM1_κήπο,TF1_κήπο,TF2_κήπο,TM2_κόπο,m,754,99,2b_Perc.osexp,5,FM02,3,0,2,2
18,m,1,TM2_γάμα,TM1_γάμα,TF2_γάμα,TF1_γκάμα,m,542,100,2b_Perc.osexp,5,FM02,3,0,2,2
11,q,1,TF1_γένει,TM1_δένει,TF2_γένει,TM2_γένει,q,860,101,2b_Perc.osexp,5,FM02,3,0,2,2
14,q,1,TF2_κύμα,TM2_χύμα,TF1_χύμα,TM1_χύμα,q,472,102,2b_Perc.osexp,5,FM02,3,0,2,2
6,m,1,TM1_θάβει,TF2_θάβει,TF1_χάβει,TM2_θάβει,m,612,103,2b_Perc.osexp,5,FM02,3,0,2,2
2,q,1,TM2_τάπες,TM1_κάπες,TF1_κάπες,TF2_κάπες,q,675,104,2b_Perc.osexp,5,FM02,3,0,2,2
9,q,1,TF1_ντι,TM2_γκι,TM1_γκι,TF2_γκι,q,1481,105,2b_Perc.osexp,5,FM02,3,0,2,2
11,q,1,TM1_δίδα,TF1_γίδα,TM2_γίδα,TF2_γίδα,q,1257,106,2b_Perc.osexp,5,FM02,3,0,2,2
17,m,1,TM1_γκέλα,TF1_γκέλα,TF2_γέλα,TM2_γκέλα,m,857,107,2b_Perc.osexp,5,FM02,3,0,2,2
2,m,1,TF1_κάπας,TF2_κάπας,TM1_τάπας,TM2_κάπας,m,831,108,2b_Perc.osexp,5,FM02,3,0,2,2
18,q,1,TM2_γάτα,TF2_γκάτα,TF1_γάτα,TM1_γάτα,q,738,109,2b_Perc.osexp,5,FM02,3,0,2,2
5,q,1,TF1_χώμα,TM1_χύμα,TM2_χώμα,TF2_χώμα,q,893,110,2b_Perc.osexp,5,FM02,3,0,2,2
19,m,1,TF4_μάρκες,TF4_μάρκες,TF4_νάρκες,TF4_μάρκες,m,891,111,2b_Perc.osexp,5,FM02,4,1,2,2
12,m,1,TM1_γάτα,TF2_γάτα,AF1_γάτα,CM6_δάτα,m,1593,112,2b_Perc.osexp,5,FM02,4,0,2,2
20,q,1,TF4_θύτης,TF4_δύτης,TF4_δύτης,TF4_δύτης,q,1017,113,2b_Perc.osexp,5,FM02,4,1,2,2
21,m,1,CF2_νότες,TF1_νότες,CM3_νότες,AM1_δότες,m,864,114,2b_Perc.osexp,5,FM02,4,0,2,2
16,q,1,TF4_ντίσκο,TF4_δίσκο,TF4_ντίσκο,TF4_ντίσκο,q,727,115,2b_Perc.osexp,5,FM02,4,1,2,2
15,q,1,TF4_χάνατε,TF4_κάνατε,TF4_χάνατε,TF4_χάνατε,q,820,116,2b_Perc.osexp,5,FM02,4,1,2,2
9,m,1,TF4_ντύνει,TF4_ντύνει,TF4_γκύνει,TF4_ντύνει,m,990,117,2b_Perc.osexp,5,FM02,4,1,2,2
13,m,1,CM6_τίμα,AF1_τίμα,TF2_θύμα,TM1_τίμα,m,1015,118,2b_Perc.osexp,5,FM02,4,0,2,2
18,q,1,TF4_γκόνο,TF4_γόνο,TF4_γόνο,TF4_γόνο,q,894,119,2b_Perc.osexp,5,FM02,4,1,2,2
19,q,1,TF4_φάσεις,TF4_βάσεις,TF4_βάσεις,TF4_βάσεις,q,1001,120,2b_Perc.osexp,5,FM02,4,1,2,2
11,m,1,TF2_γίναμε,TM1_γίναμε,AF1_γίναμε,CM6_δίναμε,m,1100,121,2b_Perc.osexp,5,FM02,4,0,2,2
14,m,1,TF4_χι,TF4_χι,TF4_κι,TF4_χι,m,947,122,2b_Perc.osexp,5,FM02,4,1,2,2
19,q,1,AM1_σώµα,CF2_ζώµα,CM3_ζώµα,TF1_ζώµα,q,761,123,2b_Perc.osexp,5,FM02,4,0,2,2
21,q,1,AF2_δίκη,CF1_νίκη,AM2_νίκη,TM2_νίκη,q,701,124,2b_Perc.osexp,5,FM02,4,0,2,2
19,m,1,TF4_ζώσει,TF4_ζώσει,TF4_ζώσει,TF4_σώσει,m,841,125,2b_Perc.osexp,5,FM02,4,1,2,2
21,m,1,AM2_νόμο,AF2_νόμο,TM2_δόμο,CF1_νόμο,m,599,126,2b_Perc.osexp,5,FM02,4,0,2,2
21,q,1,AF2_θα,AM2_να,TM2_θα,CF1_θα,q,546,127,2b_Perc.osexp,5,FM02,4,0,2,2
19,q,1,TF4_ζούλα,TF4_σούλα,TF4_ζούλα,TF4_ζούλα,q,602,128,2b_Perc.osexp,5,FM02,4,1,2,2
17,q,0,TF1_γύζη,CF2_γκύζη,CM3_γκύζη,AM1_γκύζη,m,872,128,2b_Perc.osexp,5,FM02,4,0,2,2
4,m,1,TF4_χέσει,TF4_χέσει,TF4_χέσει,TF4_θέσει,m,881,129,2b_Perc.osexp,5,FM02,4,1,2,2
21,m,1,AM2_δόλο,AF2_δόλο,CF1_σόλο,TM2_δόλο,m,1076,130,2b_Perc.osexp,5,FM02,4,0,2,2
19,q,1,TF4_μύχια,TF4_νύχια,TF4_μύχια,TF4_μύχια,q,728,131,2b_Perc.osexp,5,FM02,4,1,2,2
19,m,1,TF4_ζούπα,TF4_ζούπα,TF4_σούπα,TF4_ζούπα,m,897,132,2b_Perc.osexp,5,FM02,4,1,2,2
19,q,1,CM3_βάρος,TF1_φάρος,CF2_βάρος,AM1_βάρος,q,410,133,2b_Perc.osexp,5,FM02,4,0,2,2
20,m,1,TF4_δόλο,TF4_δόλο,TF4_δόλο,TF4_θόλο,m,447,134,2b_Perc.osexp,5,FM02,4,1,2,2
6,q,1,AF1_θάψει,TF2_χάψει,CM6_χάψει,TM1_χάψει,q,695,135,2b_Perc.osexp,5,FM02,4,0,2,2
21,m,1,CF1_δώσει,AM2_δώσει,AF2_δώσει,TM2_ζώσει,m,846,136,2b_Perc.osexp,5,FM02,4,0,2,2
20,q,1,AM1_δέμα,CF2_θέμα,TF1_δέμα,CM3_δέμα,q,636,137,2b_Perc.osexp,5,FM02,4,0,2,2
20,m,1,TF4_γάρου,TF4_γάρου,TF4_γάρου,TF4_χάρου,m,1011,138,2b_Perc.osexp,5,FM02,4,1,2,2
19,m,1,TF4_ζάλο,TF4_ζάλο,TF4_ζάλο,TF4_σάλο,m,675,139,2b_Perc.osexp,5,FM02,4,1,2,2
19,q,1,AF2_μου,AM2_νου,CF1_μου,TM2_μου,q,907,140,2b_Perc.osexp,5,FM02,4,0,2,2
3,q,1,AF1_τύπος,TF2_κήπος,TM1_κήπος,CM6_κήπος,q,1044,141,2b_Perc.osexp,5,FM02,4,0,2,2
2,m,1,TM1_τόπων,TF2_τόπων,CM6_κόπων,AF1_τόπων,m,823,142,2b_Perc.osexp,5,FM02,4,0,2,2
20,m,1,TF4_γέλια,TF4_γέλια,TF4_γέλια,TF4_χέλια,m,733,143,2b_Perc.osexp,5,FM02,4,1,2,2
19,q,1,TF4_φράση,TF4_βράση,TF4_βράση,TF4_βράση,q,485,144,2b_Perc.osexp,5,FM02,4,1,2,2
20,q,0,AM1_χήρας,TF1_γήρας,CM3_γήρας,CF2_γήρας,m,699,144,2b_Perc.osexp,5,FM02,4,0,2,2
NA,m,1,AF1_θάμα,AF1_θάμα,AF1_δάμα,AF1_θάμα,m,704,1,1a_Perc.osexp,10,FM03,0,0,1,1
NA,q,1,AF1_γάμα,AF1_τάμα,AF1_τάμα,AF1_τάμα,q,365,2,1a_Perc.osexp,10,FM03,0,0,1,1
NA,m,1,AF1_κι,AF1_κι,AF1_κι,AF1_γκι,m,596,3,1a_Perc.osexp,10,FM03,0,0,1,1
NA,q,1,AF1_τίμα,AF1_χύμα,AF1_τίμα,AF1_τίμα,q,140,4,1a_Perc.osexp,10,FM03,0,0,1,1
NA,q,1,AF1_τάμα,AF1_ντάμα,AF1_τάμα,AF1_τάμα,q,583,5,1a_Perc.osexp,10,FM03,0,0,1,1
NA,m,1,AF1_τι,AF1_τι,AF1_τι,AF1_ντι,m,557,6,1a_Perc.osexp,10,FM03,0,0,1,1
1,m,1,AF1_κάπου,AF1_κάπου,AF1_κήπου,AF1_κάπου,m,261,7,1a_Perc.osexp,10,FM03,1,0,1,1
17,m,1,AF1_γκέλα,AF1_γκέλα,AF1_γέλα,AF1_γκέλα,m,307,8,1a_Perc.osexp,10,FM03,1,0,1,1
13,m,1,AF1_τάμα,AF1_τάμα,AF1_θάμα,AF1_τάμα,m,23,9,1a_Perc.osexp,10,FM03,1,0,1,1
5,q,1,AF1_χάνει,AF1_χύνει,AF1_χύνει,AF1_χύνει,q,292,10,1a_Perc.osexp,10,FM03,1,0,1,1
2,m,1,AF1_κάπας,AF1_κάπας,AF1_τάπας,AF1_κάπας,m,2112,11,1a_Perc.osexp,10,FM03,1,0,1,1
7,m,1,AF1_γκάλα,AF1_γκάλα,AF1_γκάλα,AF1_ντάλα,m,274,12,1a_Perc.osexp,10,FM03,1,0,1,1
10,q,1,AF1_γόνος,AF1_γένος,AF1_γόνος,AF1_γόνος,q,91,13,1a_Perc.osexp,10,FM03,1,0,1,1
10,q,1,AF1_γέλα,AF1_γάλα,AF1_γέλα,AF1_γέλα,q,196,14,1a_Perc.osexp,10,FM03,1,0,1,1
11,q,1,AF1_δίδα,AF1_γίδα,AF1_γίδα,AF1_γίδα,q,200,15,1a_Perc.osexp,10,FM03,1,0,1,1
4,m,1,AF1_θύτης,AF1_θύτης,AF1_θύτης,AF1_χύτης,m,341,16,1a_Perc.osexp,10,FM03,1,0,1,1
12,q,1,AF1_δούλα,AF1_γούλα,AF1_γούλα,AF1_γούλα,q,1588,17,1a_Perc.osexp,10,FM03,1,0,1,1
17,m,1,AF1_γκέννες,AF1_γκέννες,AF1_γκέννες,AF1_γέννες,m,299,18,1a_Perc.osexp,10,FM03,1,0,1,1
18,q,1,AF1_γάτα,AF1_γκάτα,AF1_γάτα,AF1_γάτα,q,261,19,1a_Perc.osexp,10,FM03,1,0,1,1
2,q,1,AF1_τάπες,AF1_κάπες,AF1_κάπες,AF1_κάπες,q,64,20,1a_Perc.osexp,10,FM03,1,0,1,1
6,m,1,AF1_θάβει,AF1_θάβει,AF1_χάβει,AF1_θάβει,m,461,21,1a_Perc.osexp,10,FM03,1,0,1,1
7,q,1,AF1_ντάμα,AF1_γκάμα,AF1_ντάμα,AF1_ντάμα,q,326,22,1a_Perc.osexp,10,FM03,1,0,1,1
1,m,1,AF1_κήπο,AF1_κήπο,AF1_κήπο,AF1_κόπο,m,413,23,1a_Perc.osexp,10,FM03,1,0,1,1
3,m,1,AF1_τι,AF1_τι,AF1_τι,AF1_κι,m,489,24,1a_Perc.osexp,10,FM03,1,0,1,1
16,m,1,AF1_ντύσει,AF1_ντύσει,AF1_ντύσει,AF1_δύσει,m,265,25,1a_Perc.osexp,10,FM03,1,0,1,1
6,m,1,AF1_χάβω,AF1_χάβω,AF1_χάβω,AF1_θάβω,m,467,26,1a_Perc.osexp,10,FM03,1,0,1,1
14,m,1,AF1_χήνα,AF1_χήνα,AF1_χήνα,AF1_κίνα,m,1220,27,1a_Perc.osexp,10,FM03,1,0,1,1
9,q,1,AF1_ντι,AF1_γκι,AF1_γκι,AF1_γκι,q,433,28,1a_Perc.osexp,10,FM03,1,0,1,1
16,q,1,AF1_ντίμη,AF1_δήμη,AF1_ντίμη,AF1_ντίμη,q,171,29,1a_Perc.osexp,10,FM03,1,0,1,1
4,q,1,AF1_χύμα,AF1_θύμα,AF1_θύμα,AF1_θύμα,q,21,30,1a_Perc.osexp,10,FM03,1,0,1,1
13,q,1,AF1_θέλει,AF1_τέλη,AF1_θέλει,AF1_θέλει,q,1578,31,1a_Perc.osexp,10,FM03,1,0,1,1
3,m,1,AF1_κέντα,AF1_κέντα,AF1_τέντα,AF1_κέντα,m,117,32,1a_Perc.osexp,10,FM03,1,0,1,1
12,m,1,AF1_γάμα,AF1_γάμα,AF1_δάμα,AF1_γάμα,m,41,33,1a_Perc.osexp,10,FM03,1,0,1,1
8,m,1,AF1_γκέμι,AF1_γκέμι,AF1_γκόμι,AF1_γκέμι,m,328,34,1a_Perc.osexp,10,FM03,1,0,1,1
18,m,1,AF1_γάμα,AF1_γάμα,AF1_γάμα,AF1_γκάμα,m,208,35,1a_Perc.osexp,10,FM03,1,0,1,1
5,q,1,AF1_χώμα,AF1_χύμα,AF1_χώμα,AF1_χώμα,q,502,36,1a_Perc.osexp,10,FM03,1,0,1,1
15,q,1,AF1_κάνω,AF1_χάνω,AF1_χάνω,AF1_χάνω,q,474,37,1a_Perc.osexp,10,FM03,1,0,1,1
15,m,1,AF1_κώμα,AF1_κώμα,AF1_χώμα,AF1_κώμα,m,536,38,1a_Perc.osexp,10,FM03,1,0,1,1
11,q,1,AF1_γένει,AF1_δένει,AF1_γένει,AF1_γένει,q,431,39,1a_Perc.osexp,10,FM03,1,0,1,1
8,q,1,AF1_γκύζη,AF1_γκάζι,AF1_γκάζι,AF1_γκάζι,q,297,40,1a_Perc.osexp,10,FM03,1,0,1,1
14,q,1,AF1_κύμα,AF1_χύμα,AF1_χύμα,AF1_χύμα,q,362,41,1a_Perc.osexp,10,FM03,1,0,1,1
9,q,1,AF1_ντέφι,AF1_γκέφι,AF1_ντέφι,AF1_ντέφι,q,69,42,1a_Perc.osexp,10,FM03,1,0,1,1
9,q,1,AF1_ντι,AF1_γκι,AF1_γκι,AF1_γκι,q,211,43,1a_Perc.osexp,10,FM03,2,0,1,1
14,m,1,AF1_χήνα,AF1_χήνα,AF1_χήνα,AF1_κίνα,m,779,44,1a_Perc.osexp,10,FM03,2,0,1,1
5,q,1,AF1_χώμα,AF1_χύμα,AF1_χώμα,AF1_χώμα,q,274,45,1a_Perc.osexp,10,FM03,2,0,1,1
14,q,1,AF1_κύμα,AF1_χύμα,AF1_χύμα,AF1_χύμα,q,347,46,1a_Perc.osexp,10,FM03,2,0,1,1
11,q,1,AF1_γένει,AF1_δένει,AF1_γένει,AF1_γένει,q,398,47,1a_Perc.osexp,10,FM03,2,0,1,1
12,q,1,AF1_δούλα,AF1_γούλα,AF1_γούλα,AF1_γούλα,q,95,48,1a_Perc.osexp,10,FM03,2,0,1,1
16,m,1,AF1_ντύσει,AF1_ντύσει,AF1_ντύσει,AF1_δύσει,m,431,49,1a_Perc.osexp,10,FM03,2,0,1,1
